"0%","Puzzle ID:Puzzle Name","Author","XP<br><small>(before v21.0)</small>","<span typeof=""mw:File""><a href=""/wiki/Levelling#Experience"" title=""Levelling""><img alt=""Experience"" src=""https://static.wikia.nocookie.net/nonograms-katana/images/e/e1/Experience.png/revision/latest/scale-to-width-down/30?cb=20250204172940"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element ls-is-cached lazyloaded"" data-image-name=""Experience.png"" data-image-key=""Experience.png"" data-relevant=""1"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/e/e1/Experience.png/revision/latest/scale-to-width-down/30?cb=20250204172940""></a></span><br>XP","<span typeof=""mw:File""><a href=""/wiki/MP"" title=""MP""><img alt=""Mental power"" src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/98/Mental_power.png/revision/latest/scale-to-width-down/30?cb=20250202125930"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyloaded"" data-image-name=""Mental power.png"" data-image-key=""Mental_power.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/98/Mental_power.png/revision/latest/scale-to-width-down/30?cb=20250202125930""></a></span><br>MP","Size","Category 1","Category 2","Puzzle<br>type","Added"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-281-4"" data-testid=""checkbox-281"" data-tpt-row-id=""151685"" data-table-id=""4""> <label for=""checkbox-281-4""></label> </p> </div>","[#151685:Dragon]","Yury_L","","2115","43","69x80","Dragons","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","282"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-282-4"" data-testid=""checkbox-282"" data-tpt-row-id=""199546"" data-table-id=""4""> <label for=""checkbox-282-4""></label> </p> </div>","[#199546:Chlorella sp]","ima000","","2097","42","75x76","Plants","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Contradictions method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Contradictions method icon.png"" data-image-key=""Contradictions_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858""></a></span>","283"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-283-4"" data-testid=""checkbox-283"" data-tpt-row-id=""233584"" data-table-id=""4""> <label for=""checkbox-283-4""></label> </p> </div>","[#233584:Maximalist 125 - Dancing Dryads]","gattaccia","","2593","60","80x80","Fantasy","Unreal","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","284"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-284-4"" data-testid=""checkbox-284"" data-tpt-row-id=""221944"" data-table-id=""4""> <label for=""checkbox-284-4""></label> </p> </div>","[#221944:Damsel in distress]","Jan Kokto","","2226","45","80x80","People","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Contradictions method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Contradictions method icon.png"" data-image-key=""Contradictions_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858""></a></span>","285"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-285-4"" data-testid=""checkbox-285"" data-tpt-row-id=""233179"" data-table-id=""4""> <label for=""checkbox-285-4""></label> </p> </div>","[#233179:Path from start to finish]","lost7153","","2391","60","80x80","Sport","Transport","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","286"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-286-4"" data-testid=""checkbox-286"" data-tpt-row-id=""238685"" data-table-id=""4""> <label for=""checkbox-286-4""></label> </p> </div>","[#238685:Tape and Squares - BW]","Nononoobie","","2091","42","80x80","Designs","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","287"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-287-4"" data-testid=""checkbox-287"" data-tpt-row-id=""114845"" data-table-id=""4""> <label for=""checkbox-287-4""></label> </p> </div>","[#114845:Aiming]","belko61","","2008","60","75x80","People","Weapons","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","288"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-288-4"" data-testid=""checkbox-288"" data-tpt-row-id=""213372"" data-table-id=""4""> <label for=""checkbox-288-4""></label> </p> </div>","[#213372:Fyodor Dostoevsky]","Glotecir","2802","2587","52","80x80","People","History","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","289"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-289-4"" data-testid=""checkbox-289"" data-tpt-row-id=""217408"" data-table-id=""4""> <label for=""checkbox-289-4""></label> </p> </div>","[#217408:Owl]","Glotecir","2891","2669","54","80x80","Birds","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","290"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-290-4"" data-testid=""checkbox-290"" data-tpt-row-id=""203841"" data-table-id=""4""> <label for=""checkbox-290-4""></label> </p> </div>","[#203841:Leopard]","Jan Kokto","2710","2484","50","80x80","Animals","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Contradictions method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Contradictions method icon.png"" data-image-key=""Contradictions_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/7/71/Contradictions_method_icon.png/revision/latest?cb=20220306085858""></a></span>","291"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-291-4"" data-testid=""checkbox-291"" data-tpt-row-id=""227988"" data-table-id=""4""> <label for=""checkbox-291-4""></label> </p> </div>","[#227988:Into the Galaxy]","Argalum","2443","2255","46","80x80","Space","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","292"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-292-4"" data-testid=""checkbox-292"" data-tpt-row-id=""212549"" data-table-id=""4""> <label for=""checkbox-292-4""></label> </p> </div>","[#212549:Scrooge McDuck]","yagr","2314","2136","43","80x80","Cartoon","Birds","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","293"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-293-4"" data-testid=""checkbox-293"" data-tpt-row-id=""179770"" data-table-id=""4""> <label for=""checkbox-293-4""></label> </p> </div>","[#179770:Reflection in puddle]","iltarusko","2905","2682","54","80x80","Nature","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","294"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-294-4"" data-testid=""checkbox-294"" data-tpt-row-id=""182799"" data-table-id=""4""> <label for=""checkbox-294-4""></label> </p> </div>","[#182799:Loneliness]","iceeydasartes","2341","2161","44","80x80","Cats","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","295"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-295-4"" data-testid=""checkbox-295"" data-tpt-row-id=""184784"" data-table-id=""4""> <label for=""checkbox-295-4""></label> </p> </div>","[#184784:Sunrise at mountains]","iltarusko","2683","2477","50","80x80","Nature","Twilight","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","296"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-296-4"" data-testid=""checkbox-296"" data-tpt-row-id=""222459"" data-table-id=""4""> <label for=""checkbox-296-4""></label> </p> </div>","[#222459:Tom and Jerry]","yagr","2777","2563","52","80x80","Cartoon","Animals","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","297"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-297-4"" data-testid=""checkbox-297"" data-tpt-row-id=""221899"" data-table-id=""4""> <label for=""checkbox-297-4""></label> </p> </div>","[#221899:Optical Illusion]","han9102","","2091","42","80x80","Designs","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/3/3a/Mosaic_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Mosaic icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Mosaic icon.png"" data-image-key=""Mosaic_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/3/3a/Mosaic_icon.png/revision/latest?cb=20220306085858""></a></span>","298"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-298-4"" data-testid=""checkbox-298"" data-tpt-row-id=""216048"" data-table-id=""4""> <label for=""checkbox-298-4""></label> </p> </div>","[#216048:birds eye view]","QueenSteffinski","","2280","60","80x80","Houses","","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725"" class=""mw-file-description image""><img alt=""True nonogram icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""True nonogram icon.png"" data-image-key=""True_nonogram_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/9/9c/True_nonogram_icon.png/revision/latest?cb=20220220084725""></a></span>","299"
"<div class=""wds-checkbox checkbox_wrapper""> <p> <input type=""checkbox"" id=""checkbox-299-4"" data-testid=""checkbox-299"" data-tpt-row-id=""237768"" data-table-id=""4""> <label for=""checkbox-299-4""></label> </p> </div>","[#237768:Flying Duck]","ChefSloth","","2073","42","80x80","Birds","Nature","<span typeof=""mw:File""><a href=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858"" class=""mw-file-description image""><img alt=""Recursion method icon"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" decoding=""async"" loading=""lazy"" width=""30"" height=""30"" class=""mw-file-element lazyload"" data-image-name=""Recursion method icon.png"" data-image-key=""Recursion_method_icon.png"" data-relevant=""0"" data-src=""https://static.wikia.nocookie.net/nonograms-katana/images/a/a3/Recursion_method_icon.png/revision/latest?cb=20220306085858""></a></span>","300"
